"ABC transporters"	"Acute myeloid leukemia"	"Adherens junction"	"Adipocytokine signaling pathway"	"Aldosterone-regulated sodium reabsorption"	"Allograft rejection"	"Alzheimers disease"	"Amoebiasis"	"Amyotrophic lateral sclerosis (ALS)"	"Antigen processing and presentation"	"Apoptosis"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"Asthma"	"Autoimmune thyroid disease"	"Axon guidance"	"B cell receptor signaling pathway"	"Bacterial invasion of epithelial cells"	"Basal cell carcinoma"	"Basal transcription factors"	"Base excision repair"	"Bladder cancer"	"Calcium signaling pathway"	"Carbohydrate digestion and absorption"	"Cardiac muscle contraction"	"Cell adhesion molecules (CAMs)"	"Cell cycle"	"Chagas disease"	"Chemokine signaling pathway"	"Chronic myeloid leukemia"	"Circadian rhythm - mammal"	"Collecting duct acid secretion"	"Colorectal cancer"	"Complement and coagulation cascades"	"Cytokine-cytokine receptor interaction"	"Cytosolic DNA-sensing pathway"	"Dilated cardiomyopathy"	"DNA replication"	"Dorso-ventral axis formation"	"ECM-receptor interaction"	"Endocytosis"	"Endometrial cancer"	"Epithelial cell signaling in Helicobacter pylori infection"	"ErbB signaling pathway"	"Fc epsilon RI signaling pathway"	"Fc gamma R-mediated phagocytosis"	"Focal adhesion"	"Gap junction"	"Gastric acid secretion"	"Glioma"	"GnRH signaling pathway"	"Graft-versus-host disease"	"Hedgehog signaling pathway"	"Hematopoietic cell lineage"	"Homologous recombination"	"Huntingtons disease"	"Hypertrophic cardiomyopathy (HCM)"	"Insulin signaling pathway"	"Intestinal immune network for IgA production"	"Jak-STAT signaling pathway"	"Leishmaniasis"	"Leukocyte transendothelial migration"	"Long-term depression"	"Long-term potentiation"	"Lysosome"	"Malaria"	"MAPK signaling pathway"	"Maturity onset diabetes of the young"	"Melanogenesis"	"Melanoma"	"Mismatch repair"	"mTOR signaling pathway"	"Natural killer cell mediated cytotoxicity"	"Neuroactive ligand-receptor interaction"	"Neurotrophin signaling pathway"	"NOD-like receptor signaling pathway"	"Non-homologous end-joining"	"Non-small cell lung cancer"	"Notch signaling pathway"	"Nucleotide excision repair"	"Olfactory transduction"	"Oocyte meiosis"	"p53 signaling pathway"	"Pancreatic cancer"	"Pancreatic secretion"	"Parkinsons disease"	"Pathogenic Escherichia coli infection"	"Pathways in cancer"	"Peroxisome"	"Phagosome"	"Phosphatidylinositol signaling system"	"Phototransduction"	"PPAR signaling pathway"	"Primary immunodeficiency"	"Prion diseases"	"Progesterone-mediated oocyte maturation"	"Prostate cancer"	"Proteasome"	"Protein export"	"Protein processing in endoplasmic reticulum"	"Proximal tubule bicarbonate reclamation"	"Regulation of actin cytoskeleton"	"Regulation of autophagy"	"Renal cell carcinoma"	"Renin-angiotensin system"	"Ribosome"	"RIG-I-like receptor signaling pathway"	"RNA degradation"	"RNA polymerase"	"Salivary secretion"	"Shigellosis"	"Small cell lung cancer"	"SNARE interactions in vesicular transport"	"Spliceosome"	"Systemic lupus erythematosus"	"T cell receptor signaling pathway"	"Taste transduction"	"TGF-beta signaling pathway"	"Thyroid cancer"	"Tight junction"	"Toll-like receptor signaling pathway"	"Toxoplasmosis"	"Type I diabetes mellitus"	"Type II diabetes mellitus"	"Ubiquitin mediated proteolysis"	"Vascular smooth muscle contraction"	"Vasopressin-regulated water reabsorption"	"VEGF signaling pathway"	"Vibrio cholerae infection"	"Viral myocarditis"	"Wnt signaling pathway"
"NOD-like receptor signaling pathway"	1	1.59194297296094e-05	0.0864545064667681	1.10760610774487e-09	0.115972157757594	0.431858262268708	0.0841026957164854	0.000573717183665392	8.01254006153187e-05	0.097429757986162	1.66260249072731e-09	1	0.0729109093064541	1	0.54309064940525	6.82817786126025e-07	1	1	1	1	0.0202599747230299	1	1	1	1	1	7.33770935996078e-23	3.40718996720521e-11	6.0378106486571e-06	1	1	0.0015882531473021	1	5.63857470703125e-05	2.4661121530509e-13	0.729687730489414	1	0.0469085633296782	1	0.947852367725736	0.163817377660615	7.42407441034715e-18	0.00694681160948486	9.12795764601827e-08	0.384887257593938	0.00634241608989477	0.359625872731478	1	0.230006045682712	8.55070527765273e-06	0.022918614943732	1	0.127157011980195	1	0.929998507687097	0.334018690651929	0.0115489858776729	0.50714473969466	0.891411241268804	9.86851855385648e-16	0.0816778505752396	0.256022660704948	0.256022660704948	1	6.42373377414131e-05	1.92276853347046e-10	1	0.419539213290521	0.26123918037151	1	0.163817377660615	0.299537995172077	1	6.23024470635853e-12	0	1	0.173780600674216	1	1	1	0.212632643427337	0.624139137399863	2.77036414508387e-08	1	1	1	1.05220243844973e-09	1	1	1	1	1	0.39008074723815	0.000106400076393686	1.94839500861799e-08	2.48684789480069e-08	1	1	0.0279965665047678	1	0.81298425531144	1	0.256022660704948	1	1	1.46525268833643e-20	1	1	1	3.50892099922762e-23	1.65721633470402e-07	1	1	0.86878172881266	5.3203197311933e-13	1	0.114895294636829	0.061278264942586	1	3.70517402874553e-26	5.93007351093608e-23	0.134655954695974	2.98822100672554e-06	0.12828911125549	0.485795651045417	1	0.000594368329412005	1	0.655051716003031	0.159032041209712
"Non-homologous end-joining"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00489649096917239	1	1	1	1	1	0.0599214300877642	1	1	1	1	1	1	1	1	1	1	0.107939828724689	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.247305403535672	0.00333511254517536	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.105093693264832	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"Non-small cell lung cancer"	1	6.92249354272514e-37	0.0125847299756543	0.000138158270660373	1.79593218153542e-19	1	0.146433095029903	3.15055854955648e-08	0.0260154954238746	1	8.62037148907845e-13	1	1	1	0.0194607424472459	5.03563837677677e-30	2.06410229511179e-06	0.49218371017678	1	1	2.3992036949949e-33	0.00533627795880773	3.34244776488106e-14	1	1	1.85172174214952e-05	1.50580790820661e-10	1.37827357290155e-19	6.70743767328346e-51	1	1	1.3930616446608e-28	1	0.843974216553552	1	1	1	2.59601750135763e-10	1	0.458606400739854	1.57523462841094e-55	0.0490353420609282	1.41762728405416e-47	4.56992754299842e-33	9.16009841633916e-21	8.97000492635539e-26	2.35542036167253e-15	0.0603096891531446	4.87375859580006e-71	6.14824275583725e-12	1	1	1	1	0.665906588626393	1	4.32415231651717e-26	1	1.91046104047724e-10	0.0603096891531446	5.40125144740378e-11	7.86677183813779e-13	7.86677183813779e-13	1	1	8.92965052746442e-14	1	2.31491395799694e-08	3.53526617499404e-49	1	7.50312406648862e-18	4.32415231651717e-26	1	2.22506764800986e-30	0.173780600674216	1	0	1	1	1	0.16057559248326	0.000162894505479742	1.9009833567443e-49	0.123844208894375	0.80618331539215	0.516764623712709	9.16833636072065e-56	1	1	3.40787826026826e-12	1	0.00944335850938578	1	0.000775910233128405	1.62415277125091e-18	1.05200845054713e-53	1	1	1	1	9.08616415753982e-16	1	9.00380872713212e-33	1	1	1	1	1	0.0932174758173981	0.182536315121607	1.96437364884893e-30	1	1	1	1.01074150527883e-25	1	0.277066905823529	1.60647883593296e-18	3.47924574591047e-06	3.838239827785e-13	2.2949486973617e-11	1	1.09700277221565e-10	1	9.18613762984079e-07	1	1.37918187698666e-33	0.000527484661450284	0.23167248739581	0.0354126951745641
"Notch signaling pathway"	1	1	0.188140721921592	1	1	1	0.00797626010666491	1	1	1	1	1	1	1	1	1	1	0.0198948202158273	1	1	1	1	1	1	1	0.045370455431841	1	1	0.00705265408526814	1	1	1	1	1	1	1	1	0.000118821438805399	1	1	1	0.517947389963753	1	1	1	1	1	1	1	1	1	1	1	1	0.130669761943781	1	1	1	0.493164868517346	1	1	1	0.169085670312853	1	1	1	0.234294540309493	0.00414911881721299	1	1	1	1	1	0.743640567399228	1	1	1	0	1	1	1	1	1	1	1	1	0.00653638258836254	1	1	1	1	1	1	0.31213783496207	1	0.242809367040576	1	1	1	1	1	1	0.169085670312853	1	1	1	1	1	1	1	1	1	0.749200574494367	1	1	1	0.227053127006114	1	1	1	1	1	1	1	1	1	1	1	1	0.000152101980992036
"Nucleotide excision repair"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000393408841883822	3.40793058580139e-13	1	1	1	1	1	0.036865071871652	1	1	1	0.205302334646198	1	1	1	1	1	1	7.0880473484277e-31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.28687238702496e-10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.82514497190776e-26	1	1	1	1	1	1	1	1	0	1	0.6836575791175	0.499932713236132	1	1	1	1	0.966502424262568	1	1	1	1	1	1	1	1	1	1	1	0.228938101278602	1	1	1	0.504970021069834	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5748368303513	1	1	1	1	1	1	0.00224540830196135	1	1	1	1	1	0.783690093752185
"Olfactory transduction"	1	1	1	1	1	1	0.99780202354207	0.959456214176907	1	1	0.956568296345606	1	1	1	1	1	1	1	1	1	1	0.387809202593812	1	1	1	1	0.999934566867177	0.998275170520081	1	1	1	1	1	1	1	0.91521432686378	1	1	1	0.99999990306628	1	1	0.953763584561557	1	1	1	0.683740770259953	0.0015148733241109	0.0538393338878931	0.0280491556792624	1	0.734608187014468	1	1	1	1	0.771912773678272	1	1	1	1	0.987736413828766	0.00246451989173519	1	1	0.999999733858612	1	0.0303591445788058	1	1	1	1	1	0.674652043561803	1	1	1	1	1	0	0.0698301228843028	1	1	0.981252364075116	1	1	1	1	1	0.689183062625265	2.2206482705161e-06	1	1	0.366804692355158	0.889161864573442	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0440912871011945	1	1	1	1	1	1	0.678864806724783	1	1	1	1	1	1	1	1	0.313475506281016	0.339650952822529	1	0.549591470627138	1	0.960847106216387
"Oocyte meiosis"	1	0.199263835071358	0.303055322976674	1	0.0218370733501038	1	1.76023546151278e-07	0.131843479506227	5.01568561137251e-05	1	1.20249561691124e-05	1	1	1	0.00552417223789192	1.71823602885388e-05	0.852790849156604	1	1	1	0.0921259131804008	1.59372530247143e-19	1	1	1	9.36199645543364e-38	0.00491227854160852	2.02692259235789e-05	0.288891641355134	1.78162781472325e-05	1	0.212632643427337	1	1	1	5.75344687162481e-08	1	0.00344542510280896	1	0.995764282158743	0.148245500570755	0.831975017144328	0.00659563243889107	0.144296291032856	0.443588318462437	0.143573325205567	3.36650387501805e-14	5.73441935628679e-24	3.92732596601475e-11	3.61312756687713e-25	1	0.00287406093809259	1	1	0.992696707198682	0.892895289982771	4.54807313898405e-08	1	1	0.295967715634798	0.955540742247375	1.40583122333123e-07	7.90684421780165e-41	1	1	1.13934394793153e-05	0.479263616094353	6.33350186912043e-20	0.0348130723168251	1	4.35076901017504e-05	0.00249724313499373	1	2.79087924207539e-15	0.212632643427337	1	0.16057559248326	1	0.683657579117499	0.0698301228843028	0	0.00177882929817658	0.267760028160024	8.06167831458396e-06	1	0.450820034517494	0.333503574590733	1	1	2.4447069668136e-05	7.39112487730906e-05	1	1	2.27856221846457e-05	3.79306250047646e-65	7.79146117797193e-05	1	1	0.628644334352985	1	0.189611310649317	0.599309232334783	0.104374466037197	1	1	0.844790454870472	1	1	1.29724698487368e-16	0.00562105959765679	0.366945160135665	1	1	1	8.41142338835432e-05	4.35076901017504e-05	5.22690735299801e-05	0.0371599909028356	0.453646164778041	0.266353173153761	0.676175104701252	0.699864777074623	0.118929230099374	1.68966908343888e-10	9.65932697179734e-21	0.000107249118650866	2.7890150496901e-06	0.00287406093809259	1	1.34504616623118e-19
"p53 signaling pathway"	1	0.612001184574338	1	1	0.138161866527628	0.467260679902917	0.0147269565509211	0.810892867021845	1.41135348747778e-05	1	6.06272074934758e-09	1	1	0.579940470508366	1	1	1	0.579940470508366	1	1	2.82860219570367e-06	1	1	1	1	4.21764011495127e-22	0.219082407273347	1	0.000116621022616252	1	1	0.000351642625426159	0.663747559209266	0.925723543906554	1	0.76707770791407	1	1	0.735290369895686	0.962740416785525	0.00827366310412098	0.658351880508205	0.747682540324035	1	1	0.0907322187039513	0.759502599317643	1	4.99479844393529e-07	1	0.499932713236132	1	1	1	0.00741985408923498	0.739486318546546	0.887082976273588	1	0.43568554518463	1	1	0.669059239249229	1	1	0.552424137472086	0.23610021435774	1	1	1.08072645997346e-06	1	0.193322573350853	0.163145127175226	1	0.312011921604723	0.624139137399863	1	0.000162894505479742	1	0.499932713236132	1	0.00177882929817658	0	0.000680260633960866	1	0.148406376222217	1	2.91393096094146e-07	1	0.920965230374581	0.708679357182631	1	1	1	0.423449677379878	0.00212988889073803	8.1516314455585e-07	1	1	0.930613225030928	1	1	1	1	1	1	0.674288209364137	1	1	1	1	4.30179286088813e-08	1	1	1	0.819788004941426	1	0.739486318546546	0.0739373286984908	0.622693288903587	0.801565342640239	0.154236836223817	0.515520025024225	1	0.0638348786795076	1	1	0.699236169240864	1	0.000982924167101932	0.0844255329472323
"Pancreatic cancer"	1	3.65371694409143e-33	6.96666311465797e-11	2.72100306104524e-10	1.94742125774729e-11	1	0.272796288550408	5.3328070430811e-09	0.00134952271724229	1	6.88186284876524e-19	1	1	1	0.00389889562334139	1.05225559545603e-26	1.39577899854982e-07	0.585229681616892	1	1	2.35932814092549e-32	0.778950696329643	2.58475242022101e-11	1	1	6.58915929328558e-10	6.23927022439041e-29	5.81645591171333e-20	1.9830416062036e-60	1	1	2.24649654483291e-55	1	0.00266369147303765	0.00173187560338478	0.176494168861962	1	3.51809145744102e-05	1	0.000306508610221407	2.60568234800756e-33	5.05790905580169e-09	4.13766261987296e-28	6.36911913108864e-23	7.88589144957684e-17	7.72950208218183e-27	0.000474175949066373	1	1.38228794656685e-39	3.48292714119665e-07	1	1	1	0.0712888836005405	0.79713005648351	0.149632767819748	1.49974318101839e-18	0.550477264443691	1.10589554127756e-09	1.75017884215922e-06	1.69730315701997e-06	9.7693137593184e-05	9.7693137593184e-05	1	0.0457062580658355	4.50143025229007e-18	1	0.0216361466026867	4.17409585803169e-38	1	2.15861269816804e-22	1.2617202335023e-12	1	6.57776366374625e-25	2.77036414508386e-08	1	1.9009833567443e-49	1	1	1	0.267760028160024	0.000680260633960866	0	0.803019076393791	0.88127690491226	0.611112908897998	4.44129842153219e-80	1	0.923842182840341	2.48596346507214e-05	1	1	0.428069471631642	0.0171593456250823	1.98815620671432e-20	1.35374738079176e-43	1	1	0.49447472318691	1	5.00982554463615e-13	1	1.87993206995538e-36	1	1	1.23157165546413e-05	1	1	1	1.54597415336597e-10	1.44671036439647e-28	1	1	1	1.87825368660368e-22	1	6.05190747804278e-07	2.12474609834907e-07	0.0182769291871234	4.24222712329979e-23	1.80679698797975e-28	1	3.45918687885495e-15	1	0.00942460885769874	1	6.34119679470041e-25	1	0.00621208430647589	1.88759959531431e-05
"Pancreatic secretion"	0.638738265487824	1	0.513349575997919	1	6.26909065726091e-11	1	0.00136060475411364	0.000114179096779997	0.707028959774692	1	1	0.520489152218921	1	1	0.799013606294928	0.513349575997919	0.498865942185842	1	1	1	1	2.52415241106723e-21	4.18222775631572e-12	1.67046711706329e-07	1	1	0.00898622059716224	1.58821515056295e-07	1	1	0.463966038340858	0.414645305861693	0.798356532854014	1	1	8.02281925469231e-07	1	1	1	0.95217033638471	1	0.793584745088844	0.317818932189273	3.1610273638735e-15	0.00129396413203651	0.172081796203045	1.80152513404218e-16	3.93307241361114e-40	0.183520886194161	7.9555285031756e-36	1	1	0.873835864086371	1	0.2442764035159	0.581580839897793	1	1	1	0.820625513227922	0.0172369728619549	2.47740584213042e-29	2.04655525859617e-11	1	1	8.06402056454164e-08	1	5.52532139804975e-12	1	1	1	0.379930323819759	0.592538274294933	0.322384764547997	1	1	0.123844208894375	1	1	0.981252364075116	8.06167831458398e-06	1	0.803019076393791	0	1	0.390481742748994	0.878011181194668	1	0.975976983610324	8.29642427556887e-06	1	1	1	1	0.000134912702603945	1	1	1	1	5.28074980947867e-13	0.73320370505383	1	0.212816224285133	0.324404874263653	1	1	1	1	8.36184107063364e-47	0.773353603220687	1	1	1	1	0.91935260510909	0.00104521075477937	0.861407005627905	1	0.36422688955386	0.907091444053805	3.52563911435139e-08	1	1	1	8.03787008435188e-38	0.00297127397330621	7.84850891042653e-17	3.57606259258915e-06	0.824777890758058	0.00696199941377146
"Parkinsons disease"	1	1	1	1	1	1	3.15649606682327e-115	0.959622562694003	0.0715603262974068	1	0.265706756056138	1	1	1	1	1	1	1	1	1	1	0.0817082193549643	1	2.15509450140827e-32	1	1	1	1	1	1	1	0.280299774659666	1	1	1	1	1	1	1	1	0.793964211072535	0.873763347651938	1	1	1	1	1	1	1	1	1	1	1	1	8.23609393703519e-127	1	1	1	1	1	1	1	1	1	1	0.999764023761604	1	1	1	1	1	0.985054337313308	1	1	1	1	0.806183315392149	1	1	1	1	0.148406376222217	0.88127690491226	1	0	1	0.997620977172162	1	1	1	1	1	1	1	1	0.933818308037717	1	1	0.559732350503961	1	1	1	1	1	1	1	1	1	1	1	0.459025065131752	1	1	1	1	1	1	1	1	1	0.768771053129506	1	1	0.0217626405462533	1	1	0.901256160260028	1	0.387034836102981	1
"Pathogenic Escherichia coli infection"	1	1	2.22157689701029e-09	1	0.431562279053842	1	1	0.162793194340957	1	1	1	0.000453710110419346	1	1	4.12062233002328e-05	1	5.05031294079921e-24	0.523269503293121	1	1	0.431562279053842	0.912135856775499	1	1	0.10572113814289	0.241545536263625	0.755544068604136	0.0381903753221951	0.626666512101203	1	1	0.199090987787788	1	1	1	0.00712009542967419	1	1	0.678638115705862	0.765285590930836	0.151449840070642	0.600391757710179	0.0276970170165984	0.283039916565176	2.24421335869241e-09	9.19237407565249e-06	2.28137782912788e-20	0.0745796520531866	0.583763078418031	0.390481742748994	1	1	0.699843666265833	1	1	0.00509669028032168	1	1	1	0.258209286532889	1.97984814658064e-10	0.611112908897998	0.611112908897998	1	0.496721974110863	0.701374314930726	1	0.395227725123265	0.616366936462691	1	1	0.548980884453553	1	0.0251257534407186	1	1	0.516764623712708	1	1	1	0.450820034517494	1	0.611112908897998	0.390481742748994	1	0	0.142395355457571	1	4.7721577491294e-23	0.651241044114229	1	1	1	0.375212221929917	1	0.699843666265833	1	1	1	1	1.05150517896308e-13	1	0.611112908897998	1	1	1	1	1	0.699843666265833	2.06282177996961e-25	0.678638115705862	1	1	1	0.0137379075458388	1	0.102773328129316	0.0561115159130131	1.17116819880625e-07	0.0457075849920421	0.263139411634917	1	1	1	0.0672703846765071	1	0.268141069862949	0.000795956178481296	0.000422207864367978	0.0490427756264355
"Pathways in cancer"	1	2.77994531641431e-58	9.00383031772652e-14	1.74587724609507e-07	1.23292922144373e-07	0.807062011800742	0.708735916125121	8.40706430064269e-18	0.0047197096350572	0.983722011724756	5.31265925277527e-18	9.9733263164013e-05	1	0.922344918836148	0.0270131188709771	7.12071483637703e-22	1.90360372482148e-11	6.98051225761817e-65	1	1	8.07313663524476e-42	0.859552976470831	4.11881501693632e-05	0.997973549314815	0.992554952298971	3.24388591038329e-10	6.92168240119318e-19	1.12793040169858e-10	2.24248332415894e-71	0.829826999948338	1	2.3644271429111e-73	1	0.0118051366667672	0.116308203297791	0.0369181366372614	1	4.17725796510497e-05	1.76554084644865e-08	7.79400901571264e-05	3.64316711529845e-51	1.14520553206967e-06	7.62290416651971e-38	8.11722737148046e-17	2.00403275915005e-09	2.93175343380515e-44	5.67618008468554e-06	0.919674172082236	1.11448743966649e-46	1.00639357329065e-05	0.642070557910797	1.27740924644587e-22	0.0128761253413687	0.624154999638719	0.817625552094373	0.00883736403706479	9.32326013967663e-13	0.894057724836727	3.70046121078412e-09	1.81998237519229e-05	2.57218937310264e-07	0.000133133532035867	0.000133133532035867	1	0.0790260347266812	2.6073617772593e-32	1	1.03617871632644e-36	1.48448895453144e-78	0.0850792761998558	2.29426809531647e-12	4.85470823574894e-10	1	1.61325713260363e-22	1.05220243844973e-09	1	9.1683363607204e-56	0.00653638258836254	0.966502424262568	1	0.333503574590733	2.91393096094147e-07	4.44129842153218e-80	0.878011181194668	0.997620977172162	0.142395355457571	0	0.997630305884788	0.998133952808244	0.00146273425062346	1	0.40235279745802	0.932708403382476	0.0125263098085214	3.98072260131545e-11	9.26010501756854e-74	1	1	0.801767665146352	1	2.01716087423452e-27	1	8.38531334292582e-56	1	1	0.000157681348458972	1	1	0.965727276907495	4.26269022851081e-07	1.75812303537231e-94	1	1	1	3.28193975831814e-18	1	3.37782140430712e-05	4.7942134986547e-34	0.0188325346000024	8.93506550092229e-15	8.13647490842374e-28	0.864834913707246	6.66957616273047e-07	0.00115281034171074	0.236423156680819	1	1.96881335491183e-18	0.399496747131893	0.0207037178382293	1.13204047474639e-35
"Peroxisome"	0.00704258897963816	1	1	0.00609019707520258	1	1	1	0.848115323791974	0.238709418370336	1	1	1	1	1	1	1	1	1	1	1	1	0.960135362216179	1	1	1	1	0.84533106885796	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.843926662045059	1	1	1	1	0.733788702624014	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.997630305884788	0	1	1	1	1.44666975787574e-09	1	0.463755558539719	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.777770884396526	1	1	1	1	1	1	1	1	1	0.910478691586906	1	1	1	1	1	1	1	1	1
"Phagosome"	0.471846772427655	1	0.129969933184618	0.914883386509125	1	5.94595987021585e-24	0.998072264713816	0.00404157488819018	0.295317169798411	6.66697758821203e-23	1	0.000326382208198859	1.27541105637736e-15	7.96394380723375e-20	0.950014004164925	0.757291875057978	0.014887411788234	1	1	1	0.785610016207355	0.998681662224776	1	1	8.92493814518964e-14	1	0.316238108851051	0.992762307174472	1	1	2.84080734679478e-26	0.897567192705157	0.452261340674884	1	1	0.00150602463654464	1	1	3.56943550209283e-05	0.0143576776690188	1	7.7475372670965e-20	1	0.945472964809051	0.0527969377953993	0.0020189173646884	1.87294851455457e-10	0.934345864646162	1	1	1.19584347396543e-22	1	1.30118921685088e-05	1	1	0.000810711417508797	1	5.98042147206424e-12	1	1.43588648746786e-26	1.56808795487643e-05	0.923842182840341	1	2.13160280139578e-05	6.48974238010055e-05	0.999518976652943	1	1	1	1	1	0.0559470370228292	1	0.99058415340322	1	1	1	1	1	1	1	0.920965230374581	0.923842182840341	0.975976983610324	1	4.77215774912938e-23	0.998133952808244	1	0	0.776342560148084	1	0.715005501737889	0.358833810897736	1	1	1	1	0.00963338425014304	0.557709106378002	1	0.00986199089345185	0.722590548827606	0.923842182840341	1	1	1	1	1	0.962413809489859	0.00741775994147309	0.585316342550095	0.0383700365008285	1	9.14311341217934e-11	1	1	0.187848764490208	1	0.715195409112042	0.302019304811109	1.87341547397273e-07	4.60646766550208e-22	1	1	1	1.87592660534732e-05	0.939044442272383	4.73108029779847e-33	1.14842957001578e-23	0.996329877344047
"Phosphatidylinositol signaling system"	1	7.7623072985187e-06	1	1	6.64557533328956e-11	1	5.33091807444513e-06	1.89222869580484e-10	1	1	0.000131195924592342	1	1	1	1	4.7842626433607e-08	3.39259642857529e-05	1	1	1	1	6.2095172636064e-17	1.87909370580354e-09	1	1	1	1.73867290346798e-07	1.93795765101503e-05	3.39259642857529e-05	1	1	9.971183864657e-06	1	1	1	1	1	1	1	0.707102977772091	2.00491894324988e-07	0.336829321902137	1.99272907381543e-09	5.74278116357885e-10	2.10338562596528e-13	3.73957587780159e-05	2.88645341332761e-06	5.0806360706351e-14	9.22788603277336e-21	1.06814515577996e-10	1	1	1	1	0.224520978656366	1	9.56141738275759e-10	1	0.0054454807708601	0.733788702624014	8.80419480293194e-08	2.65581845882767e-07	1.9766159728751e-14	1	1	0.859482379623874	1	1.47889258528522e-08	3.10105272755225e-06	1	2.55680854110934e-06	5.18985465037974e-07	1	2.67626385055505e-10	1	1	3.40787826026826e-12	1	1	0.689183062625265	2.44470696681361e-05	0.708679357182631	2.48596346507214e-05	8.29642427556886e-06	1	0.651241044114229	0.00146273425062346	1	0.776342560148084	0	8.3699105620758e-06	1	1	1	0.000120968812836581	2.05084278731234e-05	1	1	1	1	3.57187504039824e-06	0.463755558539719	2.48596346507214e-05	1	1	1	1	1	1.08997601949411e-12	1	1.27501712584119e-05	1	1	1	9.63997218551648e-05	0.232171047763977	1	1	0.208725474191291	0.000367172764154787	0.00221929417286246	1	1.14675896065979e-06	1	7.45763893210917e-11	1	3.46419092785211e-10	0.0027984018844969	1	0.0160974378020263
"Phototransduction"	1	1	1	1	1	1	0.000619549457988862	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000841963773831504	0.246718124193434	1	1	1	1	0.0011536103907711	1	1	1	1	1	1	1	1	1	1	1	0.0424915144293754	1	1	1	1	1	1	1	6.14609440602444e-06	2.8533408579413e-06	3.72409076588165e-05	1	1	1	1	1	1	0.000205319182248523	1	1	1	1	1	4.42886464669846e-06	1	1	0.530450389622588	1	3.93907559958946e-05	1	1	1	1	1	0.00012930671908115	1	1	1	1	1	2.2206482705161e-06	7.39112487730905e-05	1	1	1	1	1	1	1	1	8.3699105620758e-06	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.80230174064957e-05	1	1	1	1	1	1	0.0447169681764074	1	1	1	1	1	1	1	1	8.14952970826736e-05	1	1	1	1	1
"PPAR signaling pathway"	1	0.612001184574338	0.694402089501199	1.1454286645113e-15	0.483851404355024	1	0.931734463314972	1	1	1	1	1	1	1	1	1	0.684503077645156	1	1	1	0.483851404355024	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.735290369895686	1	0.193322573350853	1	1	1	1	0.827807360544081	1	1	1	1	1	1	0.755624515502012	1	0.790482971065432	1	0.163145127175226	1	1	1	1	1	1	1	0.552424137472086	1	1	1	1	1	0.559465344611718	1	1	1	1	1	0.00944335850938579	1	1	1	1	1	1	1	1	1	0.40235279745802	1.44666975787575e-09	0.715005501737888	1	1	0	1	1	1	0.755624515502012	1	1	1	0.0488790974659163	1	1	1	1	1	1	1	1	1	1	0.141487155591842	1	1	1	1	1	1	0.000949011063727959	1	1	1	1	0.523133124152745	1	0.543329400005067	1	1	1	1	0.90999778553636
"Primary immunodeficiency"	0.0465075372695907	0.38020709909585	1	0.414101086863167	1	0.0391023772522763	1	1	1	5.49392565167351e-09	0.505331082190064	1	0.025857949684225	0.0692050891937943	1	0.000263641531320634	1	1	1	0.23682890679697	1	1	1	1	7.14271856047259e-05	1	0.0476214493032399	0.443305850059237	0.441714130813575	1	1	1	1	0.0163502322592595	0.359991834514896	1	1	1	1	0.810271801642652	1	0.418793641087376	1	0.468061260639079	0.532552626981647	1	1	1	1	1	1	1	4.38916318946707e-06	1	1	1	1	1.90585552989495e-06	0.121659085769863	1	1	1	1	1	0.0605829408498168	0.887998882917841	1	1	1	1	1	0.294404379075096	1	1	0.39008074723815	0.105093693264832	1	1	1	1	1	1	0.428069471631641	1	1	1	0.932708403382476	1	0.358833810897735	1	1	1	0	1	1	0.509312092105756	1	1	1	1	1	1	1	1	1	0.432653297711992	1	1	1	0.399801527061775	0.489090951928637	1	1	0.309152134965696	2.72303388338476e-10	1	1	1	1	0.19170205300915	0.0201676396657934	1	1	0.673185792414754	1	1	1	1	0.117435416090919	1
